Date,Adj Close
2019-09-18,9246.486328125
2019-09-19,9292.9736328125
2019-09-20,9239.4833984375
2019-09-21,9092.5419921875
2019-09-22,9138.951171875
2019-09-23,8850.279296875
2019-09-24,7826.95703125
2019-09-25,7748.6669921875
2019-09-26,7433.7265625
2019-09-27,7541.8154296875
2019-09-28,7537.4013671875
2019-09-29,7405.60498046875
2019-09-30,7609.142578125
2019-10-01,7630.927734375
2019-10-02,7657.5341796875
2019-10-03,7525.158203125
2019-10-04,7473.72314453125
2019-10-05,7424.63134765625
2019-10-06,7272.20947265625
2019-10-07,7515.01123046875
2019-10-08,7508.35302734375
2019-10-09,7824.07470703125
2019-10-10,7798.2265625
2019-10-11,7538.51318359375
2019-10-12,7554.5029296875
2019-10-13,7545.00537109375
2019-10-14,7595.3798828125
2019-10-15,7435.96826171875
2019-10-16,7266.7314453125
2019-10-17,7284.2734375
2019-10-18,7138.11767578125
2019-10-19,7151.86279296875
2019-10-20,7370.44384765625
2019-10-21,7392.27685546875
2019-10-22,7259.02490234375
2019-10-23,6750.24951171875
2019-10-24,6748.62109375
2019-10-25,7816.3427734375
2019-10-26,8343.4580078125
2019-10-27,8617.56640625
2019-10-28,8340.048828125
2019-10-29,8483.099609375
2019-10-30,8253.669921875
2019-10-31,8245.560546875
2019-11-01,8292.35546875
2019-11-02,8349.8740234375
2019-11-03,8270.4453125
2019-11-04,8458.521484375
2019-11-05,8436.5732421875
2019-11-06,8456.39453125
2019-11-07,8385.0390625
2019-11-08,7990.45556640625
2019-11-09,7998.57275390625
2019-11-10,8215.490234375
2019-11-11,7936.01025390625
2019-11-12,8005.5029296875
2019-11-13,8000.45703125
2019-11-14,7902.3349609375
2019-11-15,7684.1572265625
2019-11-16,7737.33544921875
2019-11-17,7759.69677734375
2019-11-18,7504.623046875
2019-11-19,7407.72900390625
2019-11-20,7245.548828125
2019-11-21,6906.82958984375
2019-11-22,6620.43310546875
2019-11-23,6712.2724609375
2019-11-24,6394.29296875
2019-11-25,6490.00439453125
2019-11-26,6548.1669921875
2019-11-27,6844.791015625
2019-11-28,6777.56005859375
2019-11-29,7043.89501953125
2019-11-30,6870.1435546875
2019-12-01,6737.85693359375
2019-12-02,6610.97900390625
2019-12-03,6604.8427734375
2019-12-04,6543.50341796875
2019-12-05,6707.20068359375
2019-12-06,6824.45458984375
2019-12-07,6832.8115234375
2019-12-08,6839.6962890625
2019-12-09,6689.0068359375
2019-12-10,6561.18115234375
2019-12-11,6483.00341796875
2019-12-12,6474.6015625
2019-12-13,6537.19091796875
2019-12-14,6406.7919921875
2019-12-15,6429.296875
2019-12-16,6224.84033203125
2019-12-17,5954.8154296875
2019-12-18,6546.5390625
2019-12-19,6475.3427734375
2019-12-20,6516.82275390625
2019-12-21,6491.8544921875
2019-12-22,6779.71240234375
2019-12-23,6631.2900390625
2019-12-24,6603.123046875
2019-12-25,6557.31591796875
2019-12-26,6521.947265625
2019-12-27,6523.7470703125
2019-12-28,6548.7158203125
2019-12-29,6638.04833984375
2019-12-30,6510.73388671875
2019-12-31,6411.46044921875
2020-01-01,6417.78173828125
2020-01-02,6252.9384765625
2020-01-03,6581.73583984375
2020-01-04,6640.67431640625
2020-01-05,6640.66650390625
2020-01-06,6939.71484375
2020-01-07,7320.77490234375
2020-01-08,7270.78564453125
2020-01-09,7092.748046875
2020-01-10,7343.36572265625
2020-01-11,7226.70263671875
2020-01-12,7369.64013671875
2020-01-13,7313.7470703125
2020-01-14,7933.51171875
2020-01-15,7896.189453125
2020-01-16,7833.05224609375
2020-01-17,8051.0009765625
2020-01-18,8063.265625
2020-01-19,7847.591796875
2020-01-20,7802.2333984375
2020-01-21,7889.4091796875
2020-01-22,7823.0751953125
2020-01-23,7604.298828125
2020-01-24,7660.26220703125
2020-01-25,7589.61279296875
2020-01-26,7797.02392578125
2020-01-27,8085.50048828125
2020-01-28,8490.75
2020-01-29,8458.931640625
2020-01-30,8621.291015625
2020-01-31,8427.623046875
2020-02-01,8466.3994140625
2020-02-02,8426.54296875
2020-02-03,8400.9345703125
2020-02-04,8311.9482421875
2020-02-05,8739.8720703125
2020-02-06,8860.4736328125
2020-02-07,8949.7509765625
2020-02-08,9012.2900390625
2020-02-09,9238.546875
2020-02-10,9034.0576171875
2020-02-11,9349.3046875
2020-02-12,9495.3134765625
2020-02-13,9421.1513671875
2020-02-14,9521.3623046875
2020-02-15,9130.796875
2020-02-16,9163.173828125
2020-02-17,8941.8505859375
2020-02-18,9395.3125
2020-02-19,8911.5087890625
2020-02-20,8906.8837890625
2020-02-21,8930.47265625
2020-02-22,8908.583984375
2020-02-23,9157.4296875
2020-02-24,8895.318359375
2020-02-25,8586.521484375
2020-02-26,8103.85498046875
2020-02-27,7986.99365234375
2020-02-28,7864.46875
2020-02-29,7798.02587890625
2020-03-01,7748.16455078125
2020-03-02,7959.3583984375
2020-03-03,7862.4853515625
2020-03-04,7861.05517578125
2020-03-05,8089.7861328125
2020-03-06,8082.73974609375
2020-03-07,7894.34375
2020-03-08,7121.0341796875
2020-03-09,6952.2060546875
2020-03-10,6989.2109375
2020-03-11,7024.82763671875
2020-03-12,4444.2373046875
2020-03-13,4993.67724609375
2020-03-14,4666.3095703125
2020-03-15,4834.8359375
2020-03-16,4493.08935546875
2020-03-17,4744.93408203125
2020-03-18,4780.4208984375
2020-03-19,5808.23046875
2020-03-20,5759.60693359375
2020-03-21,5746.3349609375
2020-03-22,5452.0927734375
2020-03-23,5960.8076171875
2020-03-24,6236.5966796875
2020-03-25,6135.96875
2020-03-26,6079.7353515625
2020-03-27,5793.7041015625
2020-03-28,5589.1044921875
2020-03-29,5315.30029296875
2020-03-30,5830.15625
2020-03-31,5839.27783203125
