Date,Adj Close
2008-05-09,25.718599319458008
2008-05-12,25.603300094604492
2008-05-13,25.79800033569336
2008-05-14,25.901399612426758
2008-05-15,26.364999771118164
2008-05-16,26.390199661254883
2008-05-19,26.25779914855957
2008-05-20,26.37779998779297
2008-05-21,26.137100219726562
2008-05-22,26.15489959716797
2008-05-23,26.3572998046875
2008-05-27,25.89859962463379
2008-05-28,25.36319923400879
2008-05-29,25.71649932861328
2008-05-30,25.99880027770996
2008-06-02,26.43000030517578
2008-06-03,26.427799224853516
2008-06-04,26.260000228881836
2008-06-05,26.15999984741211
2008-06-06,26.219999313354492
2008-06-09,25.59000015258789
2008-06-10,25.079999923706055
2008-06-11,25.135700225830078
2008-06-12,24.526899337768555
2008-06-13,24.488100051879883
2008-06-16,24.772499084472656
2008-06-17,24.859699249267578
2008-06-18,25.024999618530273
2008-06-19,24.526100158691406
2008-06-20,24.384000778198242
2008-06-23,24.1924991607666
2008-06-24,24.293500900268555
2008-06-25,24.265100479125977
2008-06-26,24.40399932861328
2008-06-27,24.321199417114258
2008-06-30,24.409099578857422
2008-07-01,24.428199768066406
2008-07-02,23.860000610351562
2008-07-03,23.59000015258789
2008-07-04,23.610000610351562
2008-07-07,23.649999618530273
2008-07-08,23.170000076293945
2008-07-09,23.149999618530273
2008-07-10,23.280000686645508
2008-07-11,23.383499145507812
2008-07-14,23.21150016784668
2008-07-15,23.407400131225586
2008-07-16,23.198699951171875
2008-07-17,23.2273006439209
2008-07-18,22.717100143432617
2008-07-21,22.690500259399414
2008-07-22,23.163799285888672
2008-07-23,23.27829933166504
2008-07-24,23.83449935913086
2008-07-25,23.422700881958008
2008-07-28,23.46489906311035
2008-07-29,23.46489906311035
2008-07-30,23.083499908447266
2008-07-31,23.53849983215332
2008-08-01,23.597700119018555
2008-08-04,22.520000457763672
2008-08-05,22.524900436401367
2008-08-06,22.451799392700195
2008-08-07,22.886199951171875
2008-08-08,22.449199676513672
2008-08-11,22.354299545288086
2008-08-12,22.64739990234375
2008-08-13,22.34939956665039
2008-08-14,22.174299240112305
2008-08-15,21.818599700927734
2008-08-18,21.912200927734375
2008-08-19,22.156600952148438
2008-08-20,21.84869956970215
2008-08-21,21.973800659179688
2008-08-22,22.12779998779297
2008-08-25,21.61400032043457
2008-08-26,21.860000610351562
2008-08-27,21.858600616455078
2008-08-28,21.754600524902344
2008-08-29,21.752599716186523
2008-09-01,22.55970001220703
2008-09-02,22.19420051574707
2008-09-03,21.57469940185547
2008-09-04,21.789499282836914
2008-09-05,21.51219940185547
2008-09-08,21.444900512695312
2008-09-09,21.83799934387207
2008-09-10,21.5575008392334
2008-09-11,21.543899536132812
2008-09-12,21.290199279785156
2008-09-15,21.4468994140625
2008-09-16,21.290000915527344
2008-09-17,21.28849983215332
2008-09-18,21.26889991760254
2008-09-19,21.275699615478516
2008-09-22,21.3080997467041
2008-09-23,21.28580093383789
2008-09-24,21.28580093383789
2008-09-25,21.420499801635742
2008-09-26,21.041000366210938
2008-09-29,20.99020004272461
2008-09-30,20.321199417114258
2008-10-01,20.454700469970703
2008-10-02,19.8700008392334
2008-10-03,19.290000915527344
2008-10-06,19.100000381469727
2008-10-07,18.459999084472656
2008-10-08,17.329999923706055
2008-10-09,17.329999923706055
2008-10-10,16.40999984741211
2008-10-13,16.239999771118164
2008-10-14,17.915599822998047
2008-10-15,18.26810073852539
2008-10-16,16.993799209594727
2008-10-17,17.61389923095703
2008-10-20,18.203399658203125
2008-10-21,18.554800033569336
2008-10-22,17.799100875854492
2008-10-23,17.893299102783203
2008-10-24,17.541900634765625
2008-10-27,16.239999771118164
2008-10-28,16.938199996948242
2008-10-29,17.38920021057129
2008-10-30,18.506399154663086
2008-10-31,18.123600006103516
2008-11-03,18.013999938964844
2008-11-04,18.719999313354492
2008-11-05,19.559999465942383
2008-11-06,19.040000915527344
2008-11-07,18.40999984741211
2008-11-10,19.100000381469727
2008-11-11,18.984899520874023
2008-11-12,19.199100494384766
2008-11-13,18.605600357055664
2008-11-14,18.49679946899414
2008-11-17,18.577499389648438
2008-11-18,18.413000106811523
2008-11-19,18.479000091552734
2008-11-20,18.191099166870117
2008-11-21,18.58880043029785
2008-11-24,18.309900283813477
2008-11-25,18.78820037841797
2008-11-26,18.554000854492188
2008-11-27,18.600799560546875
2008-11-28,18.954599380493164
2008-12-01,19.003299713134766
2008-12-02,18.290000915527344
2008-12-03,18.649999618530273
2008-12-04,18.68000030517578
2008-12-05,18.790000915527344
2008-12-08,19.1200008392334
2008-12-09,19.25
2008-12-10,19.459999084472656
2008-12-11,19.932300567626953
2008-12-12,19.425600051879883
2008-12-15,20.32229995727539
2008-12-16,20.09429931640625
2008-12-17,20.573299407958984
2008-12-18,20.276599884033203
2008-12-19,19.928300857543945
2008-12-22,20.05109977722168
2008-12-23,20.01020050048828
2008-12-29,20.31999969482422
2008-12-30,20.438100814819336
2009-01-02,20.259349822998047
2009-01-05,19.824220657348633
2009-01-06,19.48274040222168
2009-01-07,19.87973976135254
2009-01-08,19.70240020751953
2009-01-09,19.78346061706543
2009-01-12,20.0
2009-01-13,19.155630111694336
2009-01-14,19.494230270385742
2009-01-15,19.062780380249023
2009-01-16,19.307899475097656
2009-01-19,19.382259368896484
2009-01-20,19.104490280151367
2009-01-21,19.421070098876953
2009-01-22,19.510929107666016
2009-01-23,18.95207977294922
2009-01-26,18.810359954833984
2009-01-27,19.607589721679688
2009-01-28,19.382179260253906
2009-01-29,19.464340209960938
2009-01-30,19.16176986694336
2009-02-02,18.90999984741211
2009-02-03,18.81092071533203
2009-02-04,19.06999969482422
2009-02-05,18.73362922668457
2009-02-06,18.482080459594727
2009-02-09,18.04564094543457
2009-02-10,18.206619262695312
2009-02-11,18.38408088684082
2009-02-12,18.06601905822754
2009-02-13,17.96147918701172
2009-02-16,18.138439178466797
2009-02-17,17.837190628051758
2009-02-18,17.54265022277832
2009-02-19,17.420059204101562
2009-02-20,17.078720092773438
2009-02-23,16.97015953063965
2009-02-24,16.484249114990234
2009-02-25,16.565900802612305
2009-02-26,16.317800521850586
2009-02-27,16.628799438476562
2009-03-02,16.383699417114258
2009-03-03,16.097400665283203
2009-03-04,16.22719955444336
2009-03-05,16.66670036315918
2009-03-06,16.3794002532959
2009-03-09,16.030899047851562
2009-03-10,15.896699905395508
2009-03-11,16.27359962463379
2009-03-12,15.97130012512207
2009-03-13,16.200599670410156
2009-03-16,16.625200271606445
2009-03-17,16.709999084472656
